Difficulty, Duration, Deadline, Priority
1,17,24,Low: Level 7
1,17,24,Low: Level 7
1,17,24,Low: Level 7
1,18,24,Low: Level 7
1,18,24,Low: Level 7
1,18,24,Low: Level 7
1,18,24,Low: Level 7
1,18,24,Low: Level 7
1,19,24,Low: Level 7
1,19,24,Low: Level 7
1,19,24,Low: Level 7
1,19,24,Low: Level 7
1,19,24,Low: Level 7
1,20,24,Low: Level 7
1,20,24,Low: Level 7
1,20,24,Low: Level 7
1,20,24,Low: Level 7
1,20,24,Low: Level 7
2,1,24,Low: Level 7
2,1,24,Low: Level 7
2,1,24,Low: Level 7
2,1,24,Low: Level 7
2,1,24,Low: Level 7
2,2,24,Low: Level 7
2,2,24,Low: Level 7
2,2,24,Low: Level 7
2,2,24,Low: Level 7
2,2,24,Low: Level 7
2,3,24,Low: Level 7
2,3,24,Low: Level 7
2,3,24,Low: Level 7
2,3,24,Low: Level 7
2,3,24,Low: Level 7
2,4,24,Low: Level 7
2,4,24,Low: Level 7
2,4,24,Low: Level 7
2,4,24,Low: Level 7
2,4,24,Low: Level 7
2,5,24,Low: Level 7
2,5,24,Low: Level 7
2,5,24,Low: Level 7
2,5,24,Low: Level 7
2,5,24,Low: Level 7
2,6,24,Low: Level 7
2,6,24,Low: Level 7
2,6,24,Low: Level 7
2,6,24,Low: Level 7
2,6,24,Low: Level 7
2,7,24,Low: Level 7
2,7,24,Low: Level 7
2,7,24,Low: Level 7
2,7,24,Low: Level 7
2,7,24,Low: Level 7
2,8,24,Low: Level 7
2,8,24,Low: Level 7
2,8,24,Low: Level 7
2,8,24,Low: Level 7
2,8,24,Low: Level 7
2,9,24,Low: Level 7
2,9,24,Low: Level 7
2,9,24,Low: Level 7
2,9,24,Low: Level 7
2,9,24,Low: Level 7
2,10,24,Low: Level 7
2,10,24,Low: Level 7
2,10,24,Low: Level 7
2,10,24,Low: Level 7
2,10,24,Low: Level 7
2,11,24,Low: Level 7
2,11,24,Low: Level 7
2,11,24,Low: Level 7
2,11,24,Low: Level 7
2,11,24,Low: Level 7
2,12,24,Low: Level 7
2,12,24,Low: Level 7
2,12,24,Low: Level 7
2,12,24,Low: Level 7
2,12,24,Low: Level 7
2,13,24,Low: Level 7
2,13,24,Low: Level 7
2,13,24,Low: Level 7
2,13,24,Low: Level 7
2,13,24,Low: Level 7
2,14,24,Low: Level 7
2,14,24,Low: Level 7
2,14,24,Low: Level 7
2,14,24,Low: Level 7
2,14,24,Low: Level 7
2,15,24,Low: Level 7
2,15,24,Low: Level 7
2,15,24,Low: Level 7
2,15,24,Low: Level 7
2,15,24,Low: Level 7
2,16,24,Low: Level 7
2,16,24,Low: Level 7
2,16,24,Low: Level 7
2,16,24,Low: Level 7
2,16,24,Low: Level 7
2,17,24,Low: Level 7
2,17,24,Low: Level 7
2,17,24,Low: Level 7
2,17,24,Low: Level 7
2,17,24,Low: Level 7
2,18,24,Low: Level 7
2,18,24,Low: Level 7
2,18,24,Low: Level 7
2,18,24,Low: Level 7
2,18,24,Low: Level 7
2,19,24,Low: Level 7
2,19,24,Low: Level 7
2,19,24,Low: Level 7
2,19,24,Low: Level 7
2,19,24,Low: Level 7
2,20,24,Low: Level 7
2,20,24,Low: Level 7
2,20,24,Low: Level 7
2,20,24,Low: Level 7
2,20,24,Low: Level 7
0,1,23,Low: Level 8
0,1,23,Low: Level 8
0,1,23,Low: Level 8
0,1,23,Low: Level 8
0,1,23,Low: Level 8
0,2,23,Low: Level 8
0,2,23,Low: Level 8
0,2,23,Low: Level 8
0,2,23,Low: Level 8
0,2,23,Low: Level 8
0,3,23,Low: Level 8
0,3,23,Low: Level 8
0,3,23,Low: Level 8
0,3,23,Low: Level 8
0,3,23,Low: Level 8
0,4,23,Low: Level 8
0,4,23,Low: Level 8
0,4,23,Low: Level 8
0,4,23,Low: Level 8
0,4,23,Low: Level 8
0,5,23,Low: Level 8
0,5,23,Low: Level 8
0,5,23,Low: Level 8
0,5,23,Low: Level 8
0,5,23,Low: Level 8
0,6,23,Low: Level 8
0,6,23,Low: Level 8
0,6,23,Low: Level 8
0,6,23,Low: Level 8
0,6,23,Low: Level 8
0,7,23,Low: Level 8
0,7,23,Low: Level 8
0,7,23,Low: Level 8
0,7,23,Low: Level 8
0,7,23,Low: Level 8
0,8,23,Low: Level 8
0,8,23,Low: Level 8
0,8,23,Low: Level 8
0,8,23,Low: Level 8
0,8,23,Low: Level 8
0,9,23,Low: Level 8
0,9,23,Low: Level 8
0,9,23,Low: Level 8
0,9,23,Low: Level 8
0,9,23,Low: Level 8
0,10,23,Low: Level 8
0,10,23,Low: Level 8
0,10,23,Low: Level 8
0,10,23,Low: Level 8
0,10,23,Low: Level 8
0,11,23,Low: Level 8
0,11,23,Low: Level 8
0,11,23,Low: Level 8
0,11,23,Low: Level 8
0,11,23,Low: Level 8
0,12,23,Low: Level 8
0,12,23,Low: Level 8
0,12,23,Low: Level 8
0,12,23,Low: Level 8
0,12,23,Low: Level 8
0,13,23,Low: Level 8
0,13,23,Low: Level 8
0,13,23,Low: Level 8
0,13,23,Low: Level 8
0,13,23,Low: Level 8
0,14,23,Low: Level 8
0,14,23,Low: Level 8
0,14,23,Low: Level 8
0,14,23,Low: Level 8
0,14,23,Low: Level 8
0,15,23,Low: Level 8
0,15,23,Low: Level 8
0,15,23,Low: Level 8
0,15,23,Low: Level 8
0,15,23,Low: Level 8
0,16,23,Low: Level 8
0,16,23,Low: Level 8
0,16,23,Low: Level 8
0,16,23,Low: Level 8
0,16,23,Low: Level 8
0,17,23,Low: Level 8
0,17,23,Low: Level 8
0,17,23,Low: Level 8
0,17,23,Low: Level 8
0,17,23,Low: Level 8
0,18,23,Low: Level 8
0,18,23,Low: Level 8
0,18,23,Low: Level 8
0,18,23,Low: Level 8
0,18,23,Low: Level 8
0,19,23,Low: Level 8
0,19,23,Low: Level 8
0,19,23,Low: Level 8
0,19,23,Low: Level 8
0,19,23,Low: Level 8
0,20,23,Low: Level 8
0,20,23,Low: Level 8
0,20,23,Low: Level 8
0,20,23,Low: Level 8
0,20,23,Low: Level 8
1,1,23,Low: Level 8
1,1,23,Low: Level 8
1,1,23,Low: Level 8
1,1,23,Low: Level 8
1,1,23,Low: Level 8
1,2,23,Low: Level 8
1,2,23,Low: Level 8
1,2,23,Low: Level 8
1,2,23,Low: Level 8
1,2,23,Low: Level 8
1,3,23,Low: Level 8
1,3,23,Low: Level 8
1,3,23,Low: Level 8
1,3,23,Low: Level 8
1,3,23,Low: Level 8
1,4,23,Low: Level 8
1,4,23,Low: Level 8
1,4,23,Low: Level 8
1,4,23,Low: Level 8
1,4,23,Low: Level 8
1,5,23,Low: Level 8
1,5,23,Low: Level 8
1,5,23,Low: Level 8
1,5,23,Low: Level 8
1,5,23,Low: Level 8
1,6,23,Low: Level 8
1,6,23,Low: Level 8
1,6,23,Low: Level 8
1,6,23,Low: Level 8
1,6,23,Low: Level 8
1,7,23,Low: Level 8
1,7,23,Low: Level 8
1,7,23,Low: Level 8
1,7,23,Low: Level 8
1,7,23,Low: Level 8
1,8,23,Low: Level 8
1,8,23,Low: Level 8
1,8,23,Low: Level 8
1,8,23,Low: Level 8
1,8,23,Low: Level 8
1,9,23,Low: Level 8
1,9,23,Low: Level 8
1,9,23,Low: Level 8
1,9,23,Low: Level 8
1,9,23,Low: Level 8
1,10,23,Low: Level 8
1,10,23,Low: Level 8
1,10,23,Low: Level 8
1,10,23,Low: Level 8
1,10,23,Low: Level 8
1,11,23,Low: Level 8
1,11,23,Low: Level 8
1,11,23,Low: Level 8
1,11,23,Low: Level 8
1,11,23,Low: Level 8
1,12,23,Low: Level 8
1,12,23,Low: Level 8
1,12,23,Low: Level 8
1,12,23,Low: Level 8
1,12,23,Low: Level 8
1,13,23,Low: Level 8
1,13,23,Low: Level 8
1,13,23,Low: Level 8
1,13,23,Low: Level 8
1,13,23,Low: Level 8
1,14,23,Low: Level 8
1,14,23,Low: Level 8
1,14,23,Low: Level 8
1,14,23,Low: Level 8
1,14,23,Low: Level 8
1,15,23,Low: Level 8
1,15,23,Low: Level 8
1,15,23,Low: Level 8
1,15,23,Low: Level 8
1,15,23,Low: Level 8
1,16,23,Low: Level 8
1,16,23,Low: Level 8
1,16,23,Low: Level 8
1,16,23,Low: Level 8
1,16,23,Low: Level 8
1,17,23,Low: Level 8
1,17,23,Low: Level 8
1,17,23,Low: Level 8
1,17,23,Low: Level 8
1,17,23,Low: Level 8
1,18,23,Low: Level 8
1,18,23,Low: Level 8
1,18,23,Low: Level 8
1,18,23,Low: Level 8
1,18,23,Low: Level 8
1,19,23,Low: Level 8
1,19,23,Low: Level 8
1,19,23,Low: Level 8
1,19,23,Low: Level 8
1,19,23,Low: Level 8
1,20,23,Low: Level 8
1,20,23,Low: Level 8
1,20,23,Low: Level 8
1,20,23,Low: Level 8
1,20,23,Low: Level 8
2,1,23,Low: Level 8
2,1,23,Low: Level 8
2,1,23,Low: Level 8
2,1,23,Low: Level 8
2,1,23,Low: Level 8
2,2,23,Low: Level 8
2,2,23,Low: Level 8
2,2,23,Low: Level 8
2,2,23,Low: Level 8
2,2,23,Low: Level 8
2,3,23,Low: Level 8
2,3,23,Low: Level 8
2,3,23,Low: Level 8
2,3,23,Low: Level 8
2,3,23,Low: Level 8
2,4,23,Low: Level 8
2,4,23,Low: Level 8
2,4,23,Low: Level 8
2,4,23,Low: Level 8
2,4,23,Low: Level 8
2,5,23,Low: Level 8
2,5,23,Low: Level 8
2,5,23,Low: Level 8
2,5,23,Low: Level 8
2,5,23,Low: Level 8
2,6,23,Low: Level 8
2,6,23,Low: Level 8
2,6,23,Low: Level 8
2,6,23,Low: Level 8
2,6,23,Low: Level 8
2,7,23,Low: Level 8
2,7,23,Low: Level 8
2,7,23,Low: Level 8
2,7,23,Low: Level 8
2,7,23,Low: Level 8
2,8,23,Low: Level 8
2,8,23,Low: Level 8
2,8,23,Low: Level 8
2,8,23,Low: Level 8
2,8,23,Low: Level 8
2,9,23,Low: Level 8
2,9,23,Low: Level 8
2,9,23,Low: Level 8
2,9,23,Low: Level 8
2,9,23,Low: Level 8
2,10,23,Low: Level 8
2,10,23,Low: Level 8
2,10,23,Low: Level 8
2,10,23,Low: Level 8
2,10,23,Low: Level 8
2,11,23,Low: Level 8
2,11,23,Low: Level 8
2,11,23,Low: Level 8
2,11,23,Low: Level 8
2,11,23,Low: Level 8
2,12,23,Low: Level 8
2,12,23,Low: Level 8
2,12,23,Low: Level 8
2,12,23,Low: Level 8
2,12,23,Low: Level 8
2,13,23,Low: Level 8
2,13,23,Low: Level 8
2,13,23,Low: Level 8
2,13,23,Low: Level 8
2,13,23,Low: Level 8
2,14,23,Low: Level 8
2,14,23,Low: Level 8
2,14,23,Low: Level 8
2,14,23,Low: Level 8
2,14,23,Low: Level 8
2,15,23,Low: Level 8
2,15,23,Low: Level 8
2,15,23,Low: Level 8
2,15,23,Low: Level 8
2,15,23,Low: Level 8
2,16,23,Low: Level 8
2,16,23,Low: Level 8
2,16,23,Low: Level 8
2,16,23,Low: Level 8
2,16,23,Low: Level 8
2,17,23,Low: Level 8
2,17,23,Low: Level 8
2,17,23,Low: Level 8
2,17,23,Low: Level 8
2,17,23,Low: Level 8
2,18,23,Low: Level 8
2,18,23,Low: Level 8
2,18,23,Low: Level 8
2,18,23,Low: Level 8
2,18,23,Low: Level 8
2,19,23,Low: Level 8
2,19,23,Low: Level 8
2,19,23,Low: Level 8
2,19,23,Low: Level 8
2,19,23,Low: Level 8
2,20,23,Low: Level 8
2,20,23,Low: Level 8
2,20,23,Low: Level 8
2,20,23,Low: Level 8
2,20,23,Low: Level 8
0,1,22,Low: Level 9
0,1,22,Low: Level 9
0,1,22,Low: Level 9
0,1,22,Low: Level 9
0,1,22,Low: Level 9
0,2,22,Low: Level 9
0,2,22,Low: Level 9
0,2,22,Low: Level 9
0,2,22,Low: Level 9
0,2,22,Low: Level 9
0,3,22,Low: Level 9
0,3,22,Low: Level 9
0,3,22,Low: Level 9
0,3,22,Low: Level 9
0,3,22,Low: Level 9
0,4,22,Low: Level 9
0,4,22,Low: Level 9
0,4,22,Low: Level 9
0,4,22,Low: Level 9
0,4,22,Low: Level 9
0,5,22,Low: Level 9
0,5,22,Low: Level 9
0,5,22,Low: Level 9
0,5,22,Low: Level 9
0,5,22,Low: Level 9
0,6,22,Low: Level 9
0,6,22,Low: Level 9
0,6,22,Low: Level 9
0,6,22,Low: Level 9
0,6,22,Low: Level 9
0,7,22,Low: Level 9
0,7,22,Low: Level 9
0,7,22,Low: Level 9
0,7,22,Low: Level 9
0,7,22,Low: Level 9
0,8,22,Low: Level 9
0,8,22,Low: Level 9
0,8,22,Low: Level 9
0,8,22,Low: Level 9
0,8,22,Low: Level 9
0,9,22,Low: Level 9
0,9,22,Low: Level 9
0,9,22,Low: Level 9
0,9,22,Low: Level 9
0,9,22,Low: Level 9
0,10,22,Low: Level 9
0,10,22,Low: Level 9
0,10,22,Low: Level 9
0,10,22,Low: Level 9
0,10,22,Low: Level 9
0,11,22,Low: Level 9
0,11,22,Low: Level 9
0,11,22,Low: Level 9
0,11,22,Low: Level 9
0,11,22,Low: Level 9
0,12,22,Low: Level 9
0,12,22,Low: Level 9
0,12,22,Low: Level 9
0,12,22,Low: Level 9
0,12,22,Low: Level 9
0,13,22,Low: Level 9
0,13,22,Low: Level 9
0,13,22,Low: Level 9
0,13,22,Low: Level 9
0,13,22,Low: Level 9
0,14,22,Low: Level 9
0,14,22,Low: Level 9
0,14,22,Low: Level 9
0,14,22,Low: Level 9
0,14,22,Low: Level 9
0,15,22,Low: Level 9
0,15,22,Low: Level 9
0,15,22,Low: Level 9
0,15,22,Low: Level 9
0,15,22,Low: Level 9
0,16,22,Low: Level 9
0,16,22,Low: Level 9
0,16,22,Low: Level 9
0,16,22,Low: Level 9
0,16,22,Low: Level 9
0,17,22,Low: Level 9
0,17,22,Low: Level 9
0,17,22,Low: Level 9
0,17,22,Low: Level 9
0,17,22,Low: Level 9
0,18,22,Low: Level 9
0,18,22,Low: Level 9
0,18,22,Low: Level 9
0,18,22,Low: Level 9
0,18,22,Low: Level 9
0,19,22,Low: Level 9
0,19,22,Low: Level 9
0,19,22,Low: Level 9
0,19,22,Low: Level 9
0,19,22,Low: Level 9
0,20,22,Low: Level 9
0,20,22,Low: Level 9
0,20,22,Low: Level 9
0,20,22,Low: Level 9
0,20,22,Low: Level 9
1,1,22,Low: Level 9
1,1,22,Low: Level 9
1,1,22,Low: Level 9
1,1,22,Low: Level 9
1,1,22,Low: Level 9
1,2,22,Low: Level 9
1,2,22,Low: Level 9
1,2,22,Low: Level 9
1,2,22,Low: Level 9
1,2,22,Low: Level 9
1,3,22,Low: Level 9
1,3,22,Low: Level 9
1,3,22,Low: Level 9
1,3,22,Low: Level 9
1,3,22,Low: Level 9
1,4,22,Low: Level 9
1,4,22,Low: Level 9
1,4,22,Low: Level 9
1,4,22,Low: Level 9
1,4,22,Low: Level 9
1,5,22,Low: Level 9
1,5,22,Low: Level 9
1,5,22,Low: Level 9
1,5,22,Low: Level 9
1,5,22,Low: Level 9
1,6,22,Low: Level 9
1,6,22,Low: Level 9
1,6,22,Low: Level 9
1,6,22,Low: Level 9
1,6,22,Low: Level 9
1,7,22,Low: Level 9
1,7,22,Low: Level 9
1,7,22,Low: Level 9
1,7,22,Low: Level 9
1,7,22,Low: Level 9
1,8,22,Low: Level 9
1,8,22,Low: Level 9
1,8,22,Low: Level 9
1,8,22,Low: Level 9
1,8,22,Low: Level 9
1,9,22,Low: Level 9
1,9,22,Low: Level 9
1,9,22,Low: Level 9
1,9,22,Low: Level 9
1,9,22,Low: Level 9
1,10,22,Low: Level 9
1,10,22,Low: Level 9
1,10,22,Low: Level 9
1,10,22,Low: Level 9
1,10,22,Low: Level 9
1,11,22,Low: Level 9
1,11,22,Low: Level 9
1,11,22,Low: Level 9
1,11,22,Low: Level 9
1,11,22,Low: Level 9
1,12,22,Low: Level 9
1,12,22,Low: Level 9
1,12,22,Low: Level 9
1,12,22,Low: Level 9
1,12,22,Low: Level 9
1,13,22,Low: Level 9
1,13,22,Low: Level 9
1,13,22,Low: Level 9
1,13,22,Low: Level 9
1,13,22,Low: Level 9
1,14,22,Low: Level 9
1,14,22,Low: Level 9
1,14,22,Low: Level 9
1,14,22,Low: Level 9
1,14,22,Low: Level 9
1,15,22,Low: Level 9
1,15,22,Low: Level 9
1,15,22,Low: Level 9
1,15,22,Low: Level 9
1,15,22,Low: Level 9
1,16,22,Low: Level 9
1,16,22,Low: Level 9
1,16,22,Low: Level 9
1,16,22,Low: Level 9
1,16,22,Low: Level 9
1,17,22,Low: Level 9
1,17,22,Low: Level 9
1,17,22,Low: Level 9
1,17,22,Low: Level 9
1,17,22,Low: Level 9
1,18,22,Low: Level 9
1,18,22,Low: Level 9
1,18,22,Low: Level 9
1,18,22,Low: Level 9
1,18,22,Low: Level 9
1,19,22,Low: Level 9
1,19,22,Low: Level 9
1,19,22,Low: Level 9
1,19,22,Low: Level 9
1,19,22,Low: Level 9
1,20,22,Low: Level 9
1,20,22,Low: Level 9
1,20,22,Low: Level 9
1,20,22,Low: Level 9
1,20,22,Low: Level 9
2,1,22,Low: Level 9
2,1,22,Low: Level 9
2,1,22,Low: Level 9
2,1,22,Low: Level 9
2,1,22,Low: Level 9
2,2,22,Low: Level 9
2,2,22,Low: Level 9
2,2,22,Low: Level 9
2,2,22,Low: Level 9
2,2,22,Low: Level 9
2,3,22,Low: Level 9
2,3,22,Low: Level 9
2,3,22,Low: Level 9
2,3,22,Low: Level 9
2,3,22,Low: Level 9
2,4,22,Low: Level 9
2,4,22,Low: Level 9
2,4,22,Low: Level 9
2,4,22,Low: Level 9
2,4,22,Low: Level 9
2,5,22,Low: Level 9
2,5,22,Low: Level 9
2,5,22,Low: Level 9
2,5,22,Low: Level 9
2,5,22,Low: Level 9
2,6,22,Low: Level 9
2,6,22,Low: Level 9
2,6,22,Low: Level 9
2,6,22,Low: Level 9
2,6,22,Low: Level 9
2,7,22,Low: Level 9
2,7,22,Low: Level 9
2,7,22,Low: Level 9
2,7,22,Low: Level 9
2,7,22,Low: Level 9
2,8,22,Low: Level 9
2,8,22,Low: Level 9
2,8,22,Low: Level 9
2,8,22,Low: Level 9
2,8,22,Low: Level 9
2,9,22,Low: Level 9
2,9,22,Low: Level 9
2,9,22,Low: Level 9
2,9,22,Low: Level 9
2,9,22,Low: Level 9
2,10,22,Low: Level 9
2,10,22,Low: Level 9
2,10,22,Low: Level 9
2,10,22,Low: Level 9
2,10,22,Low: Level 9
2,11,22,Low: Level 9
2,11,22,Low: Level 9
2,11,22,Low: Level 9
2,11,22,Low: Level 9
2,11,22,Low: Level 9
2,12,22,Low: Level 9
2,12,22,Low: Level 9
2,12,22,Low: Level 9
2,12,22,Low: Level 9
2,12,22,Low: Level 9
2,13,22,Low: Level 9
2,13,22,Low: Level 9
2,13,22,Low: Level 9
2,13,22,Low: Level 9
2,13,22,Low: Level 9
2,14,22,Low: Level 9
2,14,22,Low: Level 9
2,14,22,Low: Level 9
2,14,22,Low: Level 9
2,14,22,Low: Level 9
2,15,22,Low: Level 9
2,15,22,Low: Level 9
2,15,22,Low: Level 9
2,15,22,Low: Level 9
2,15,22,Low: Level 9
2,16,22,Low: Level 9
2,16,22,Low: Level 9
2,16,22,Low: Level 9
2,16,22,Low: Level 9
2,16,22,Low: Level 9
2,17,22,Low: Level 9
2,17,22,Low: Level 9
2,17,22,Low: Level 9
2,17,22,Low: Level 9
2,17,22,Low: Level 9
2,18,22,Low: Level 9
2,18,22,Low: Level 9
2,18,22,Low: Level 9
2,18,22,Low: Level 9
2,18,22,Low: Level 9
2,19,22,Low: Level 9
2,19,22,Low: Level 9
2,19,22,Low: Level 9
2,19,22,Low: Level 9
2,19,22,Low: Level 9
2,20,22,Low: Level 9
2,20,22,Low: Level 9
2,20,22,Low: Level 9
2,20,22,Low: Level 9
2,20,22,Low: Level 9
0,1,21,Low: Level 10
0,1,21,Low: Level 10
0,1,21,Low: Level 10
0,1,21,Low: Level 10
0,1,21,Low: Level 10
0,2,21,Low: Level 10
0,2,21,Low: Level 10
0,2,21,Low: Level 10
0,2,21,Low: Level 10
0,2,21,Low: Level 10
0,3,21,Low: Level 10
0,3,21,Low: Level 10
0,3,21,Low: Level 10
0,3,21,Low: Level 10
0,3,21,Low: Level 10
0,4,21,Low: Level 10
0,4,21,Low: Level 10
0,4,21,Low: Level 10
0,4,21,Low: Level 10
0,4,21,Low: Level 10
0,5,21,Low: Level 10
0,5,21,Low: Level 10
0,5,21,Low: Level 10
0,5,21,Low: Level 10
0,5,21,Low: Level 10
0,6,21,Low: Level 10
0,6,21,Low: Level 10
0,6,21,Low: Level 10
0,6,21,Low: Level 10
0,6,21,Low: Level 10
0,7,21,Low: Level 10
0,7,21,Low: Level 10
0,7,21,Low: Level 10
0,7,21,Low: Level 10
0,7,21,Low: Level 10
0,8,21,Low: Level 10
0,8,21,Low: Level 10
0,8,21,Low: Level 10
0,8,21,Low: Level 10
0,8,21,Low: Level 10
0,9,21,Low: Level 10
0,9,21,Low: Level 10
0,9,21,Low: Level 10
0,9,21,Low: Level 10
0,9,21,Low: Level 10
0,10,21,Low: Level 10
0,10,21,Low: Level 10
0,10,21,Low: Level 10
0,10,21,Low: Level 10
0,10,21,Low: Level 10
0,11,21,Low: Level 10
0,11,21,Low: Level 10
0,11,21,Low: Level 10
0,11,21,Low: Level 10
0,11,21,Low: Level 10
0,12,21,Low: Level 10
0,12,21,Low: Level 10
0,12,21,Low: Level 10
0,12,21,Low: Level 10
0,12,21,Low: Level 10
0,13,21,Low: Level 10
0,13,21,Low: Level 10
0,13,21,Low: Level 10
0,13,21,Low: Level 10
0,13,21,Low: Level 10
0,14,21,Low: Level 10
0,14,21,Low: Level 10
0,14,21,Low: Level 10
0,14,21,Low: Level 10
0,14,21,Low: Level 10
0,15,21,Low: Level 10
0,15,21,Low: Level 10
0,15,21,Low: Level 10
0,15,21,Low: Level 10
0,15,21,Low: Level 10
0,16,21,Low: Level 10
0,16,21,Low: Level 10
0,16,21,Low: Level 10
0,16,21,Low: Level 10
0,16,21,Low: Level 10
0,17,21,Low: Level 10
0,17,21,Low: Level 10
0,17,21,Low: Level 10
0,17,21,Low: Level 10
0,17,21,Low: Level 10
0,18,21,Low: Level 10
0,18,21,Low: Level 10
0,18,21,Low: Level 10
0,18,21,Low: Level 10
0,18,21,Low: Level 10
0,19,21,Low: Level 10
0,19,21,Low: Level 10
0,19,21,Low: Level 10
0,19,21,Low: Level 10
0,19,21,Low: Level 10
0,20,21,Low: Level 10
0,20,21,Low: Level 10
0,20,21,Low: Level 10
0,20,21,Low: Level 10
0,20,21,Low: Level 10
1,1,21,Low: Level 10
1,1,21,Low: Level 10
1,1,21,Low: Level 10
1,1,21,Low: Level 10
1,1,21,Low: Level 10
1,2,21,Low: Level 10
1,2,21,Low: Level 10
1,2,21,Low: Level 10
1,2,21,Low: Level 10
1,2,21,Low: Level 10
1,3,21,Low: Level 10
1,3,21,Low: Level 10
1,3,21,Low: Level 10
1,3,21,Low: Level 10
1,3,21,Low: Level 10
1,4,21,Low: Level 10
1,4,21,Low: Level 10
1,4,21,Low: Level 10
1,4,21,Low: Level 10
1,4,21,Low: Level 10
1,5,21,Low: Level 10
1,5,21,Low: Level 10
1,5,21,Low: Level 10
1,5,21,Low: Level 10
1,5,21,Low: Level 10
1,6,21,Low: Level 10
1,6,21,Low: Level 10
1,6,21,Low: Level 10
1,6,21,Low: Level 10
1,6,21,Low: Level 10
1,7,21,Low: Level 10
1,7,21,Low: Level 10
1,7,21,Low: Level 10
1,7,21,Low: Level 10
1,7,21,Low: Level 10
1,8,21,Low: Level 10
1,8,21,Low: Level 10
1,8,21,Low: Level 10
1,8,21,Low: Level 10
1,8,21,Low: Level 10
1,9,21,Low: Level 10
1,9,21,Low: Level 10
1,9,21,Low: Level 10
1,9,21,Low: Level 10
1,9,21,Low: Level 10
1,10,21,Low: Level 10
1,10,21,Low: Level 10
1,10,21,Low: Level 10
1,10,21,Low: Level 10
1,10,21,Low: Level 10
1,11,21,Low: Level 10
1,11,21,Low: Level 10
1,11,21,Low: Level 10
1,11,21,Low: Level 10
1,11,21,Low: Level 10
1,12,21,Low: Level 10
1,12,21,Low: Level 10
1,12,21,Low: Level 10
1,12,21,Low: Level 10
1,12,21,Low: Level 10
1,13,21,Low: Level 10
1,13,21,Low: Level 10
1,13,21,Low: Level 10
1,13,21,Low: Level 10
1,13,21,Low: Level 10
1,14,21,Low: Level 10
1,14,21,Low: Level 10
1,14,21,Low: Level 10
1,14,21,Low: Level 10
1,14,21,Low: Level 10
1,15,21,Low: Level 10
1,15,21,Low: Level 10
1,15,21,Low: Level 10
1,15,21,Low: Level 10
1,15,21,Low: Level 10
1,16,21,Low: Level 10
1,16,21,Low: Level 10
1,16,21,Low: Level 10
1,16,21,Low: Level 10
1,16,21,Low: Level 10
1,17,21,Low: Level 10
1,17,21,Low: Level 10
1,17,21,Low: Level 10
1,17,21,Low: Level 10
1,17,21,Low: Level 10
1,18,21,Low: Level 10
1,18,21,Low: Level 10
1,18,21,Low: Level 10
1,18,21,Low: Level 10
1,18,21,Low: Level 10
1,19,21,Low: Level 10
1,19,21,Low: Level 10
1,19,21,Low: Level 10
1,19,21,Low: Level 10
1,19,21,Low: Level 10
1,20,21,Low: Level 10
1,20,21,Low: Level 10
1,20,21,Low: Level 10
1,20,21,Low: Level 10
1,20,21,Low: Level 10
2,1,21,Low: Level 10
2,1,21,Low: Level 10
2,1,21,Low: Level 10
2,1,21,Low: Level 10
2,1,21,Low: Level 10
2,2,21,Low: Level 10
2,2,21,Low: Level 10
2,2,21,Low: Level 10
2,2,21,Low: Level 10
2,2,21,Low: Level 10
2,3,21,Low: Level 10
2,3,21,Low: Level 10
2,3,21,Low: Level 10
2,3,21,Low: Level 10
2,3,21,Low: Level 10
2,4,21,Low: Level 10
2,4,21,Low: Level 10
2,4,21,Low: Level 10
2,4,21,Low: Level 10
2,4,21,Low: Level 10
2,5,21,Low: Level 10
2,5,21,Low: Level 10
2,5,21,Low: Level 10
2,5,21,Low: Level 10
2,5,21,Low: Level 10
2,6,21,Low: Level 10
2,6,21,Low: Level 10
2,6,21,Low: Level 10
2,6,21,Low: Level 10
2,6,21,Low: Level 10
2,7,21,Low: Level 10
2,7,21,Low: Level 10
2,7,21,Low: Level 10
2,7,21,Low: Level 10
2,7,21,Low: Level 10
2,8,21,Low: Level 10
2,8,21,Low: Level 10
2,8,21,Low: Level 10
2,8,21,Low: Level 10
2,8,21,Low: Level 10
2,9,21,Low: Level 10
2,9,21,Low: Level 10
2,9,21,Low: Level 10
2,9,21,Low: Level 10
2,9,21,Low: Level 10
2,10,21,Low: Level 10
2,10,21,Low: Level 10
2,10,21,Low: Level 10
2,10,21,Low: Level 10
2,10,21,Low: Level 10
2,11,21,Low: Level 10
2,11,21,Low: Level 10
2,11,21,Low: Level 10
2,11,21,Low: Level 10
2,11,21,Low: Level 10
2,12,21,Low: Level 10
2,12,21,Low: Level 10
2,12,21,Low: Level 10
2,12,21,Low: Level 10
2,12,21,Low: Level 10
2,13,21,Low: Level 10
2,13,21,Low: Level 10
2,13,21,Low: Level 10
2,13,21,Low: Level 10
2,13,21,Low: Level 10
2,14,21,Low: Level 10
2,14,21,Low: Level 10
2,14,21,Low: Level 10
2,14,21,Low: Level 10
2,14,21,Low: Level 10
2,15,21,Low: Level 10
2,15,21,Low: Level 10
2,15,21,Low: Level 10
2,15,21,Low: Level 10
2,15,21,Low: Level 10
2,16,21,Low: Level 10
2,16,21,Low: Level 10
2,16,21,Low: Level 10
2,16,21,Low: Level 10
2,16,21,Low: Level 10
